11.1518 	WARNING 	Movie2 stim could not be imported and won't be available
28.1200 	EXP 	self_box: fillColor = '#A6A9FF'
28.1200 	EXP 	other_box: fillColor = '#FFFCA6'
28.1366 	EXP 	self_box: fillColor = '#A6A9FF'
28.1366 	EXP 	other_box: fillColor = '#FFFCA6'
28.1535 	EXP 	self_box: fillColor = '#A6A9FF'
28.1535 	EXP 	other_box: fillColor = '#FFFCA6'
28.1701 	EXP 	self_box: fillColor = '#A6A9FF'
28.1701 	EXP 	other_box: fillColor = '#FFFCA6'
28.1869 	EXP 	self_box: fillColor = '#A6A9FF'
28.1869 	EXP 	other_box: fillColor = '#FFFCA6'
28.2036 	EXP 	self_box: fillColor = '#A6A9FF'
28.2036 	EXP 	other_box: fillColor = '#FFFCA6'
28.2203 	EXP 	self_box: fillColor = '#A6A9FF'
28.2203 	EXP 	other_box: fillColor = '#FFFCA6'
28.2369 	EXP 	self_box: fillColor = '#A6A9FF'
28.2369 	EXP 	other_box: fillColor = '#FFFCA6'
28.2537 	EXP 	self_box: fillColor = '#A6A9FF'
28.2537 	EXP 	other_box: fillColor = '#FFFCA6'
28.2703 	EXP 	self_box: fillColor = '#A6A9FF'
28.2703 	EXP 	other_box: fillColor = '#FFFCA6'
28.2870 	EXP 	self_box: fillColor = '#A6A9FF'
28.2870 	EXP 	other_box: fillColor = '#FFFCA6'
28.3037 	EXP 	self_box: fillColor = '#A6A9FF'
28.3037 	EXP 	other_box: fillColor = '#FFFCA6'
28.3204 	EXP 	self_box: fillColor = '#A6A9FF'
28.3204 	EXP 	other_box: fillColor = '#FFFCA6'
28.3371 	EXP 	self_box: fillColor = '#A6A9FF'
28.3371 	EXP 	other_box: fillColor = '#FFFCA6'
28.3538 	EXP 	self_box: fillColor = '#A6A9FF'
28.3538 	EXP 	other_box: fillColor = '#FFFCA6'
28.3705 	EXP 	self_box: fillColor = '#A6A9FF'
28.3705 	EXP 	other_box: fillColor = '#FFFCA6'
28.3872 	EXP 	self_box: fillColor = '#A6A9FF'
28.3872 	EXP 	other_box: fillColor = '#FFFCA6'
28.4039 	EXP 	self_box: fillColor = '#A6A9FF'
28.4039 	EXP 	other_box: fillColor = '#FFFCA6'
28.4206 	EXP 	self_box: fillColor = '#A6A9FF'
28.4206 	EXP 	other_box: fillColor = '#FFFCA6'
28.4372 	EXP 	self_box: fillColor = '#A6A9FF'
28.4372 	EXP 	other_box: fillColor = '#FFFCA6'
28.4539 	EXP 	self_box: fillColor = '#A6A9FF'
28.4539 	EXP 	other_box: fillColor = '#FFFCA6'
28.4707 	EXP 	self_box: fillColor = '#A6A9FF'
28.4707 	EXP 	other_box: fillColor = '#FFFCA6'
28.4872 	EXP 	self_box: fillColor = '#A6A9FF'
28.4872 	EXP 	other_box: fillColor = '#FFFCA6'
28.5041 	EXP 	self_box: fillColor = '#A6A9FF'
28.5041 	EXP 	other_box: fillColor = '#FFFCA6'
28.5208 	EXP 	self_box: fillColor = '#A6A9FF'
28.5208 	EXP 	other_box: fillColor = '#FFFCA6'
28.5374 	EXP 	self_box: fillColor = '#A6A9FF'
28.5374 	EXP 	other_box: fillColor = '#FFFCA6'
28.5541 	EXP 	self_box: fillColor = '#A6A9FF'
28.5541 	EXP 	other_box: fillColor = '#FFFCA6'
28.5707 	EXP 	self_box: fillColor = '#A6A9FF'
28.5707 	EXP 	other_box: fillColor = '#FFFCA6'
28.5874 	EXP 	self_box: fillColor = '#A6A9FF'
28.5874 	EXP 	other_box: fillColor = '#FFFCA6'
28.6041 	EXP 	self_box: fillColor = '#A6A9FF'
28.6041 	EXP 	other_box: fillColor = '#FFFCA6'
28.6209 	EXP 	self_box: fillColor = '#A6A9FF'
28.6209 	EXP 	other_box: fillColor = '#FFFCA6'
28.6375 	EXP 	self_box: fillColor = '#A6A9FF'
28.6375 	EXP 	other_box: fillColor = '#FFFCA6'
28.6543 	EXP 	self_box: fillColor = '#A6A9FF'
